FinalID,FinalIDassigned,Phylum,Class,Order,Family,Genus
Cymbopleura cf lata,Cymbopleura,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Cymbopleura citrus,Cymbopleura citrus,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Cymbopleura crassipunctata,Cymbopleura crassipunctata,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Cymbopleura cuspidata,Cymbopleura cuspidata,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Cymbopleura cuspidata (K¸tzing) K. Krammer,Cymbopleura cuspidata,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Cymbopleura hauckii,Cymbopleura hauckii,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Cymbopleura hauckii (Van Heurck) K Krammer,Cymbopleura hauckii,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Cymbopleura hauckii (Van Heurck) K. Krammer,Cymbopleura hauckii,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Cymbopleura hustedtii,Cymbopleura hustedtii,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
"Cymbopleura hustedtii (Krasske) E Novelo, R Tavera & C Ibarra",Cymbopleura hustedtii,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
"Cymbopleura hustedtii (Krasske) E. Novelo, R. Tavera & C. Ibarra",Cymbopleura hustedtii,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Cymbopleura hybrida,Cymbopleura hybrida,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Cymbopleura inaequalis,Cymbopleura inaequalis,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Cymbopleura incerta,Cymbopleura incerta,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Cymbopleura incerta (Grunow) K. Krammer,Cymbopleura incerta,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Cymbopleura laeviformis,Cymbopleura laeviformis,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Cymbopleura lapponica,Cymbopleura lapponica,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Cymbopleura naviculiformis,Cymbopleura naviculiformis,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Cymbopleura naviculiformis (Auerswald ex Heiberg) K. Krammer,Cymbopleura naviculiformis,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Cymbopleura sp,Cymbopleura,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Cymbopleura sp 1,Cymbopleura,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Cymbopleura subaequalis,Cymbopleura subaequalis,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Cymbopleura subcuspidata,Cymbopleura subcuspidata,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura
Delicata,Delicata,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Delicata
Delicata delicatula,Delicata delicatula,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Delicata
Delicata sp 1 SWAMP JPK,Delicata,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Delicata
Denticula,Denticula,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Denticula
Denticula cf kuetzingii SWAMP KB,Denticula,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Denticula
Desmidium,Desmidium,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Desmidium
Desmodesmus,Desmodesmus,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus
Desmodesmus armatus (Chodat) Chodat,Desmodesmus armatus,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus
Desmodesmus sp,Desmodesmus,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Desmodesmus
Denticula elegans,Denticula elegans,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Denticula
Denticula kuetzingii,Denticula kuetzingii,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Denticula
Denticula kuetzingii Grunow,Denticula kuetzingii,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Denticula
Denticula subtilis,Denticula subtilis,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Denticula
Denticula tenuis,Denticula tenuis,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Denticula
Denticula tenuis K¸tzing,Denticula tenuis,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Denticula
Denticula thermalis,Denticula thermalis,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Denticula
Denticula thermalis K¸tzing,Denticula thermalis,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Denticula
Denticula valida,Denticula valida,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Denticula
Diadesmis,Diadesmis,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Diadesmis
Diatoma,Diatoma,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatoma anceps,Diatoma anceps,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatoma anceps var linearis,Diatoma anceps var linearis,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatoma cf tenuis,Diatoma,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatoma cf vulgaris R6 JPK,Diatoma,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatoma ehrenbergii,Diatoma ehrenbergii,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatoma elongatum,Diatoma elongatum,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatoma hiemale,Diatoma hiemale,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatoma hiemale (Lyngbye) Heiberg,Diatoma hiemale,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatoma mesodon,Diatoma mesodon,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatoma mesodon K¸tzing,Diatoma mesodon,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatoma moniliforme,Diatoma moniliforme,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
"Diatoma moniliforme K¸tzing in litt., K¸tzing",Diatoma moniliforme,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatoma problematica,Diatoma problematica,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatoma sp 1 SWAMP JPK,Diatoma,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatoma sp A SWAMP KB,Diatoma,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatoma tenuis,Diatoma tenuis,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatoma tenuis Agardh,Diatoma tenuis,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatoma vulgaris,Diatoma vulgaris,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatoma vulgaris Bory,Diatoma vulgaris,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatoma vulgaris var linearis,Diatoma vulgaris var linearis,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diatoma vulgaris var. linearis Grunow in Van Heurck,Diatoma vulgaris var linearis,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma
Diadesmis confervacea,Diadesmis confervacea,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Diadesmis
Diadesmis confervacea K¸tzing,Diadesmis confervacea,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Diadesmis
Diadesmis contenta,Diadesmis contenta,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Diadesmis
Dichothrix cf compacta,Dichothrix,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix
Dichothrix cf gypsophyla,Dichothrix,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix
Dichothrix cf hosfordii,Dichothrix,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix
Dichothrix cf orsiniana,Dichothrix,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix
Dichothrix compacta,Dichothrix compacta,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix
Dichothrix gypsophila,Dichothrix gypsophila,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix
Dichothrix gypsophyla,Dichothrix gypsophyla,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix
Dichothrix gypsophyla (K¸tz.) Bornet et Flahault,Dichothrix gypsophyla,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix
Dichothrix hosfordii,Dichothrix hosfordii,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix
Dichothrix orsiniana,Dichothrix orsiniana,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix
Dichothrix sp 1,Dichothrix,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix
Dichothrix sp 2,Dichothrix,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix
Dichotrhix gypsophyla ,Dichotrhix gypsophyla,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix
Dictyosphaerium,Dictyosphaerium,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Dictyosphaerium
Dictyosphaerium cf ehrenbergianum,Dictyosphaerium,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Dictyosphaerium
Dictyosphaerium cf pulchellum,Dictyosphaerium,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Dictyosphaerium
Dictyosphaerium ehrenbergianum,Dictyosphaerium ehrenbergianum,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Dictyosphaerium
Dictyosphaerium pulchellum,Dictyosphaerium pulchellum,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Dictyosphaerium
Dictyosphaerium pulchellum H.C.Wood,Dictyosphaerium pulchellum,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Dictyosphaerium
Dictyosphaerium sp 1,Dictyosphaerium,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Dictyosphaerium
Dictyosphaerium sp. 1,Dictyosphaerium,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Dictyosphaerium
"Diadesmis contenta (Grunow ex Van Heurck) Mann in Round, Crawford & Mann",Diadesmis contenta,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Diadesmis
Dinobryaceae 1,Dinobryaceae,Heterokontophyta,Chrysophyceae,Chromulinales,Dinobryaceae,NA
Dinobryon,Dinobryon,Heterokontophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon
Dinobryon cf divergens,Dinobryon,Heterokontophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon
Dinobryon divergens,Dinobryon divergens,Heterokontophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon
Dinophyceae 1,Dinophyceae,Dinophlagellata,Dinophyceae,NA,NA,NA
Diadesmis gallica,Diadesmis gallica,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Diadesmis
Diadesmis gallica W. Smith,Diadesmis gallica,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Diadesmis
Diadesmis perpusilla,Diadesmis perpusilla,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Diadesmis
Diadesmis sp 1 SWAMP JR,Diadesmis,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Diadesmis
Diadesmis templiniana,Diadesmis templiniana,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Diadesmis
Diatomella,Diatomella,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Diatomella
Diatomella balfouriana,Diatomella balfouriana,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Diatomella
Diatomella balfouriana Greville,Diatomella balfouriana,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Diatomella
Didymosphenia geminata,Didymosphenia geminata,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Didymosphenia
Diploneis,Diploneis,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis aestuari,Diploneis aestuari,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis aestuari Hustedt,Diploneis aestuari,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis boldtiana,Diploneis boldtiana,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis cf elliptica,Diploneis,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis cf parma SWAMP KB,Diploneis,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis cf puella,Diploneis,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis elliptica,Diploneis elliptica,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis elliptica (K¸tzing) Cleve,Diploneis elliptica,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis finnica,Diploneis finnica,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis interrupta,Diploneis interrupta,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis marginestriata,Diploneis marginestriata,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis modica,Diploneis modica,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis oblongella,Diploneis oblongella,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis oblongella (Naegeli in Kutzing) Cleve-Euler in Cleve-Euler,Diploneis oblongella,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis oculata,Diploneis oculata,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis ovalis,Diploneis ovalis,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis ovalis (Hilse in Rabenhorst) Cleve,Diploneis ovalis,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis parma,Diploneis parma,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis parma Cleve,Diploneis parma,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis pseudovalis,Diploneis pseudovalis,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis puella,Diploneis puella,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis separanda,Diploneis separanda,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis smithii,Diploneis smithii,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis smithii (Br_bisson in W Smith) Cleve,Diploneis smithii,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis smithii (BrÈbisson in W Smith) Cleve,Diploneis smithii,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis smithii (BrÈbisson in W. Smith) Cleve,Diploneis smithii,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis sp 1 SCCWRP JPK,Diploneis,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Discostella,Discostella,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Discostella
Discostella pseudostelligera,Discostella pseudostelligera,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Discostella
Discostella pseudostelligera (Hustedt) Houk & Klee,Discostella pseudostelligera,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Discostella
Discostella sp 1,Discostella,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Discostella
Discostella stelligera,Discostella stelligera,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Discostella
Discostella stelligera (Cleve & Grunow) Houk & Klee,Discostella stelligera,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Discostella
Discostella woltereckii,Discostella woltereckii,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Discostella
Dolichospermum cf planctonicum,Dolichospermum   ,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum
Dolichospermum flosaquae ,Dolichospermum flosaquae,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum
Dolichospermum lemmermannii,Dolichospermum lemmermannii,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Anabaena†
Dolichospermum planctonicum,Dolichospermum planctonicum  ,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum
Dolichospermum solitarium,Dolichospermum solitarium,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum 
Dolichospermum sp 1,Dolichospermum,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum
Dolichospermum sp 4,Dolichospermum,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum
Dolichospermum sp 5,Dolichospermum   ,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum
Draparnaldia cf glomerata,Draparnaldia,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Draparnaldia
Draparnaldia cf mutabilis,Draparnaldia,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Draparnaldia
Draparnaldia glomerata,Draparnaldia glomerata,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Draparnaldia
Draparnaldia glomerata (Vaucher) C. Agardh,Draparnaldia glomerata,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Draparnaldia
Draparnaldia mutabilis,Draparnaldia mutabilis,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Draparnaldia
Draparnaldia mutabilis (Roth) Cedergr.,Draparnaldia mutabilis,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Draparnaldia
Draparnaldia sp 1,Draparnaldia,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Draparnaldia
Draparnaldiopsis alpinis,Draparnaldiopsis alpinis,Chlorophyta,Chlorophyceae,Chaetophorales,Chaetophoraceae,Draparnaldiopsis
Elakatothrix sp 1,Elakatothrix,Streptophyta,Klebsormidiophyceae,Klebsormidiales,Elakatotrichaceae,Elakatothrix
Ellerbeckia,Ellerbeckia,Heterokontophyta,Coscinodiscophyceae,Paraliales,Paraliaceae,Ellerbeckia
Ellerbeckia arenaria,Ellerbeckia arenaria,Heterokontophyta,Coscinodiscophyceae,Paraliales,Paraliaceae,Ellerbeckia
Ellerbeckia arenaria (Moore ex Ralfs) Crawford,Ellerbeckia arenaria,Heterokontophyta,Coscinodiscophyceae,Paraliales,Paraliaceae,Ellerbeckia
Diploneis sp 2 SCCWRP JPK,Diploneis,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis sp 6 SWAMP JPK,Diploneis,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis sp A SWAMP EWT,Diploneis,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis sp A SWAMP JPK,Diploneis,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis sp B SWAMP EWT,Diploneis,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis sp. 1 SCCWRP JPK,Diploneis,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis sp. 2 SCCWRP JPK,Diploneis,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis subovalis,Diploneis subovalis,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Diploneis subovalis Cleve,Diploneis subovalis,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
Encyonema,Encyonema,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Encyonema auerswaldii,Encyonema auerswaldii,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Encyonema auerswaldii Rabenhorst,Encyonema auerswaldii,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Encyonema caespitosum,Encyonema caespitosum,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Encyonema caespitosum K¸tzing,Encyonema caespitosum,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Encyonema cf gracile,Encyonema,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Encyonema cf minutum,Encyonema,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Encyonema cf muelleri SWAMP KB,Encyonema,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Encyonema elginense,Encyonema elginense,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
"Encyonema elginense (Krammer) Mann in Round, Crawford & Mann",Encyonema elginense,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Encyonema gracile,Encyonema gracile,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Encyonema hamsherae,Encyonema hamsherae,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Encyonema hebridicum,Encyonema hebridicum,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Encyonema hebridicum (Gregory) Grunow in Cleve & Moller,Encyonema hebridicum,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Encyonema hilliardii,Encyonema hilliardii,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Encyonema hilliardii (Manguin) Krammer,Encyonema hilliardii,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Encyonema lacustre,Encyonema lacustre,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Encyonema latens,Encyonema latens,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Encyonema latum,Encyonema latum,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Encyonema lunatum,Encyonema lunatum,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
Encyonema mesianum,Encyonema mesianum,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema
