FinalIDassigned,AlgaeList,Habit,BCG,BCG45,BCG12,Heterocystous,IndicatorClass_Cu,IndicatorClass_DOC,IndicatorClass_Ref,IndicatorClass_TN,IndicatorClass_TP,Motility,NitrogenUptakeMetabolism,NitrogenUptakeMetabolism2,OxygenRequirements,Salinity,Salinity2,Saprobity,TaxonomicGroup,TrophicState,Zygnemataceae,ZHR,CRUS,Green,Phylum,Class,Order,Family,Genus1,orig.FinalID
Cyclostephanos damasii,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyclostephanos dubius,Diatom_2012,P,4,yes,,,,,,,,NM,NAHON,NAHON,DO_75,BF,Halo,AM,,E,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclostephanos,
Cyclostephanos invisitatus,Diatom_2012,P,4,yes,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclostephanos,
Cyclostephanos tholiformis,Diatom_2012,P,3,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclostephanos,
Cyclotella,Diatom_2012,P,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella atomus,Diatom_2012,P,5,yes,,,,,,,,NM,NAHON,NAHON,DO_75,BF,Halo,AM,,E,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella bodanica f lemanica,Diatom_2012,P,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella comensis,Diatom_2012,P,0,,,,,,,,,NM,,,,FB,FB,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella gamma,Diatom_2012,P,3,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella hakanssoniae,Diatom_2012,P,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella meneghiniana,Diatom_2012,P,5,yes,,,,,,,,NM,NHHONF,Heterotroph,DO_10,BF,Halo,AMPS,,E,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella ocellata,Diatom_2012,P,3,,,,,,,,,NM,NALON,NALON,DO_100,F,F,OS,,ME,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella operculata,Diatom_2012,P,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella rossii,Diatom_2012,P,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cyclotella tripartita,Diatom_2012,P,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Cyclotella,
Cylindrocapsa,SoftAlgae_2012,,0,,,No,,NI,NI,NI,NI,,,,,,,,CL,,No,,,Yes,Chlorophyta,Ulvophyceae,Ulotrichales,Cylindrocapsaceae,Cylindrocapsa,Cylindrocapsa cf geminella
Cylindrocapsa geminella,SoftAlgae_2012,,0,,,No,,NI,NI,NI,NI,,,,,,,,CL,,No,,,Yes,Chlorophyta,Ulvophyceae,Ulotrichales,Cylindrocapsaceae,Cylindrocapsa,Cylindrocapsa geminella
Cylindrocapsa geminella var minor,SoftAlgae_2012,,0,,,No,,NI,NI,NI,NI,,,,,,,,CL,,No,,,Yes,Chlorophyta,Ulvophyceae,Ulotrichales,Cylindrocapsaceae,Cylindrocapsa,Cylindrocapsa geminella var minor
Cylindrocystis brebissonii,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cylindrospermum,SoftAlgae_2012,,3,,,Yes,NI,NI,NI,NI,NI,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermum,Cylindrospermum cf stagnale
Cylindrospermum licheniforme,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cylindrospermum maius,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cylindrospermum stagnale,SoftAlgae_2012,,3,,,Yes,NI,NI,NI,NI,NI,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Cylindrospermum,Cylindrospermum stagnale
Cylindrotheca,Diatom_2012,BN,0,,,,,,,,,HM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,
Cylindrotheca gracilis,Diatom_2012,BN,5,yes,,,,,,,,HM,,,DO_100,B,Halo,BM,,E,,,,,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Cylindrotheca,
Cymatopleura,Diatom_2012,BN,0,,,,,,,,,HM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Cymatopleura,
Cymatopleura elliptica,Diatom_2012,BN,3,,,,,,,,,HM,NAHON,NAHON,DO_75,BF,Halo,BM,,E,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Cymatopleura,
Cymatopleura solea,Diatom_2012,BN,4,yes,,,,,,,,HM,NAHON,NAHON,DO_50,FB,FB,BM,,E,,,,,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Cymatopleura,
Cymbella,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbella affinis,Diatom_2012,BN,2,,yes,,,,,,,NM,NALON,NALON,DO_100,FB,FB,BM,,E,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella aspera,Diatom_2012,BN,2,,yes,,,,,,,NM,NALON,NALON,DO_100,FB,FB,OS,,I,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella austriaca,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbella austriaca var erdobenyiana,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella cistula,Diatom_2012,BN,3,,,,,,,,,NM,NALON,NALON,DO_75,FB,FB,BM,,E,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella cymbiformis,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella cymbiformis var nonpunctata,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella dorsenotata,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbella elginensis,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella excisa,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella gracilis,Diatom_2012,BN,0,,,,,,,,,NM,NALON,NALON,DO_100,F,F,OS,,OM,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella helmckei,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella helvetica,Diatom_2012,BN,0,,,,,,,,,NM,NALON,NALON,DO_100,FB,FB,OS,,M,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella heteropleura,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella hungarica,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella hustedtii,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella janischii,Diatom_2012,BN,2,,yes,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella kappii,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbella kolbei,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbella laevis,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella lanceolata,Diatom_2012,BN,3,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella lapponica,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella lata,Diatom_2012,BN,2,,yes,,,,,,,NM,,,,FB,FB,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella leptoceras,Diatom_2012,BN,0,,,,,,,,,NM,NALON,NALON,DO_100,F,F,OS,,O,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella mexicana,Diatom_2012,BN,3,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella neocistula,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbella parva,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbella proxima,Diatom_2012,BN,0,,,,,,,,,NM,,,,F,F,,,M,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella reinhardtii,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbella subhelvetica,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbella subturgidula,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbella sumatrensis,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbella tumida,Diatom_2012,BN,3,,,,,,,,,NM,NALON,NALON,DO_100,FB,FB,OS,,ME,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella tumidula,Diatom_2012,BN,3,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbella turgidula,Diatom_2012,BN,2,,yes,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,
Cymbellaceae,Diatom_2012,BN,0,,,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,,
Cymbellafalsa diluviana,Diatom_2012,BN,2,,yes,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbellafalsa,
Cymbellales,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbellonitzschia diluviana,Diatom_2012,,2,,yes,,,,,,,,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbellonitzschia,
Cymbopleura,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbopleura amphicephala,Diatom_2012,BN,2,,yes,,,,,,,NM,NALON,NALON,DO_100,FB,FB,OS,,OM,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura,
Cymbopleura budayana,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura,
Cymbopleura citrus,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura,
Cymbopleura crassipunctata,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cymbopleura cuspidata,Diatom_2012,BN,0,,,,,,,,,NM,,,,FB,FB,OS,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura,
Cymbopleura hauckii,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura,
Cymbopleura hustedtii,Diatom_2012,BN,0,,,,,,,,,NM,NALON,NALON,DO_100,FB,FB,OS,,OM,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura,
Cymbopleura hybrida,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura,
Cymbopleura inaequalis,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura,
Cymbopleura incerta,Diatom_2012,BN,2,,yes,,,,,,,NM,NALON,NALON,DO_100,F,F,OS,,O,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura,
Cymbopleura laeviformis,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura,
Cymbopleura lapponica,Diatom_2012,BN,0,,,,,,,,,NM,,,,F,F,,,O,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura,
Cymbopleura naviculiformis,Diatom_2012,BN,3,,,,,,,,,NM,NAHON,NAHON,DO_75,FB,FB,BM,,E,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura,
Cymbopleura subaequalis,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura,
Cymbopleura subcuspidata,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura,
Delicata,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Delicata,
Delicata delicatula,Diatom_2012,BN,2,,yes,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Delicata,
Denticula,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Denticula,
Denticula elegans,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Denticula,
Denticula kuetzingii,Diatom_2012,BN,4,yes,,,,,,,,MM,NALON,NALON,DO_100,FB,FB,BM,,M,,,,,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Denticula,
Denticula subtilis,Diatom_2012,BN,4,yes,,,,,,,,MM,NALON,NALON,DO_100,BF,Halo,OS,,,,,,,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Denticula,
Denticula tenuis,Diatom_2012,BN,2,,yes,,,,,,,MM,NALON,NALON,DO_100,F,F,OS,,M,,,,,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Denticula,
Denticula thermalis,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Denticula,
Denticula valida,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Denticula,
Desmidium,SoftAlgae_2012,,0,,,,,,,,,,,,,,,,,,,,,,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Desmidium,Desmidium
Desmodesmus,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Desmodesmus armatus,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diadesmis,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Diadesmis,
Diadesmis confervacea,Diatom_2012,BN,5,yes,,,,,,,,MM,NHHONF,Heterotroph,DO_50,BF,Halo,AM,,E,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Diadesmis,
Diadesmis contenta,Diatom_2012,BN,3,,,,,,,,,MM,NAHON,NAHON,DO_100,FB,FB,BM,,I,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Diadesmis,
Diadesmis gallica,Diatom_2012,BN,3,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Diadesmis,
Diadesmis perpusilla,Diatom_2012,BN,3,,,,,,,,,MM,NALON,NALON,DO_100,FB,FB,OS,,O,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Diadesmis,
Diadesmis templiniana,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diatoma,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diatoma anceps,Diatom_2012,BN,2,,yes,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma,
Diatoma anceps var linearis,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma,
Diatoma ehrenbergii,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma,
Diatoma elongatum,Diatom_2012,BN,2,,yes,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma,
Diatoma hiemale,Diatom_2012,BN,2,,yes,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma,
Diatoma mesodon,Diatom_2012,BN,2,,yes,,,,,,,NM,NALON,NALON,DO_100,F,F,OS,,M,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma,
Diatoma moniliforme,Diatom_2012,BN,3,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma,
Diatoma problematica,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diatoma tenuis,Diatom_2012,BN,2,,yes,,,,,,,NM,NAHON,NAHON,DO_50,BF,Halo,AM,,E,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma,
Diatoma vulgaris,Diatom_2012,BN,3,,,,,,,,,NM,NAHON,NAHON,DO_75,FB,FB,BM,,ME,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma,
Diatoma vulgaris var linearis,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma,
Diatomella,Diatom_2012,BN,0,,,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Diatomella,
Diatomella balfouriana,Diatom_2012,BN,2,,yes,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Diatomella,
Dichothrix,SoftAlgae_2012,,0,,,Yes,,,,,,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix,Dichothrix cf compacta
Dichothrix compacta,SoftAlgae_2012,,0,,,Yes,,,,,,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix,Dichothrix compacta
Dichothrix gypsophila,SoftAlgae_2012,,0,,,Yes,,,,,,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix,Dichothrix gypsophyla
Dichothrix hosfordii,SoftAlgae_2012,,0,,,Yes,,NI,NI,NI,NI,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix,Dichothrix hosfordii
Dichothrix orsiniana,SoftAlgae_2012,,0,,,Yes,,,,,,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Dichothrix,Dichothrix orsiniana
Dichotrhix gypsophyla,SoftAlgae_2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dictyosphaerium,SoftAlgae_2012,,0,,,No,NI,NI,NI,NI,NI,,,,,,,,CL,,No,,,Yes,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Dictyosphaerium,Dictyosphaerium cf ehrenbergianum
Dictyosphaerium ehrenbergianum,SoftAlgae_2012,,0,,,No,NI,NI,NI,NI,NI,,,,,,,,CL,,No,,,Yes,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Dictyosphaerium,Dictyosphaerium ehrenbergianum
Dictyosphaerium pulchellum,SoftAlgae_2012,,0,,,No,NI,NI,NI,NI,NI,,,,,,,,CL,,No,,,Yes,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Dictyosphaerium,Dictyosphaerium pulchellum
Didymosphenia geminata,Diatom_2012,BN,2,,yes,,,,,,,NM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Didymosphenia,
Dinobryaceae,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,OC,,No,,,,Heterokontophyta,Chrysophyceae,Chromulinales,Dinobryaceae,,Dinobryaceae 1
Dinobryon,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,OC,,No,,,,Heterokontophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,Dinobryon
Dinobryon divergens,SoftAlgae_2012,,0,,,No,,,,,,,,,,,,,OC,,No,,,,Heterokontophyta,Chrysophyceae,Chromulinales,Dinobryaceae,Dinobryon,Dinobryon divergens
Dinophyceae,SoftAlgae_2012,,0,,,No,,NI,NI,NI,NI,,,,,,,,DF,,No,,,,Dinophlagellata,Dinophyceae,,,,Dinophyceae 1
Diploneis,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,
Diploneis aestuari,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,
Diploneis boldtiana,NEW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diploneis elliptica,Diatom_2012,BN,3,,,,,,,,,MM,NALON,NALON,DO_100,FB,FB,OS,,M,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,
Diploneis finnica,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,
Diploneis interrupta,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,
Diploneis marginestriata,Diatom_2012,BN,0,,,,,,,,,MM,,,,F,F,OS,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,
Diploneis modica,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,
Diploneis oblongella,Diatom_2012,BN,3,,,,,,,,,MM,NALON,NALON,DO_100,FB,FB,OS,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,
Diploneis oculata,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,
Diploneis ovalis,Diatom_2012,BN,3,,,,,,,,,MM,NALON,NALON,DO_100,FB,FB,OS,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,
Diploneis parma,Diatom_2012,BN,3,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,
Diploneis pseudovalis,Diatom_2012,BN,3,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,
Diploneis puella,Diatom_2012,BN,0,,,,,,,,,MM,NALON,NALON,DO_100,FB,FB,OS,,M,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,
Diploneis separanda,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,
Diploneis smithii,Diatom_2012,BN,4,yes,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,
Diploneis subovalis,Diatom_2012,BN,0,,,,,,,,,MM,,,,,,,,,,,,,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,
Discostella,Diatom_2012,P,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Discostella,
Discostella pseudostelligera,Diatom_2012,P,4,yes,,,,,,,,NM,NAHON,NAHON,DO_50,FB,FB,AM,,E,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Discostella,
Discostella stelligera,Diatom_2012,P,3,,,,,,,,,NM,,,,FB,FB,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Discostella,
Discostella woltereckii,Diatom_2012,P,0,,,,,,,,,NM,,,,,,,,,,,,,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Discostella,
Dolichospermum,SoftAlgae_2012,,0,,,Yes,,,,,,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum,Dolichospermum sp 1
Dolichospermum flosaquae,SoftAlgae_2012,,0,,,Yes,,,,,,,,,,,,,CB,,No,Yes,,,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum,Dolichospermum flosaquae 
